# Source: https://github.com/AsoSoft/Central-Kurdish-Spelling-dataset/					
Word	Corrected	Dist	Freq	HasSpace	Desc
لەئەڵمانیادا	لە ئەڵمانیادا	1	1	1	
ملیاردلێرەکانی	ملیاردێرەکانی	1	1	0	
مناڵەیە	منداڵەیە	1	1	0	
منداڵیکە	منداڵێکە	1	1	0	
مواچەکەیان	مووچەکەیان	1	1	0	
ناتوان	ناتوانن	1	1	0	
ناوتانێت	ناتوانێت	1	1	0	
ناوچەییەکاندا	ناوچەیییەکاندا	1	1	0	
نەشارنەوەو	نەشارنەوە و	1	1	1	
نەگەیەنرێنە	نەگەیێنرێنە	1	1	0	
نەهاتەوەو	نەهاتەوە و	1	1	1	
نەیانتوانیبو	نەیانتوانیبوو	1	1	0	
هاوسەرۆکایەنی	هاوسەرۆکایەتی	1	1	0	
هاونیشتامانییەکانی	هاونیشتمانییەکانی	1	1	0	
هۆرمانانەی	هۆرمۆنانەی	1	1	0	
هێزدەبن	هێز دەبن	1	1	1	
هەتنە	هاتنە	1	1	0	
هەرباس	هەر باس	1	1	1	
هەلبگێڕنەوە	هەڵبگێڕنەوە	1	1	0	
هەمووحاڵەتەکاندا	هەموو حاڵەتەکاندا	1	1	1	
ودانیشتووی	و دانیشتووی	1	1	1	
ووڵاتەی	وڵاتەی	1	1	0	
وئەندامی	و ئەندامی	1	1	1	
یاریزانیێکی	یاریزانێکی	1	1	0	
ئاسانتتر	ئاسانتر	1	1	0	
ئاڵۆزیلە	ئاڵۆزی لە	1	1	1	
ئامادەکارێکی	ئامادەکەرێکی	1	1	0	
ئانتۆنۆڤی	ئەنتۆنۆڤی	1	1	0	
پێدانی	پێدانی	0	2720	0	
ڕاگەیاند	ڕاگەیاند	0	2365	0	
هەڵەبجە	هەڵەبجە	0	2196	0	
کوردستاندا	کوردستاندا	0	1411	0	
کەسانە	کەسانە	0	1263	0	
ئاماژەیە	ئاماژەیە	0	1161	0	
سبەی	سبەی	0	945	0	
جۆرێک	جۆرێک	0	929	0	
تۆ	تۆ	0	856	0	
هەوڵ	هەوڵ	0	763	0	
چەکداری	چەکداری	0	664	0	
ئێستای	ئێستای	0	649	0	
شنگال	شنگال	0	621	0	
ئەمشەو	ئەمشەو	0	384	0	
بی	بی	0	373	0	
تورک	تورک	0	369	0	
گەشتی	گەشتی	0	362	0	
تاقیکردنەوە	تاقیکردنەوە	0	352	0	
لەبارەوە	لەبارەوە	0	347	0	
توانی	توانی	0	323	0	
وێنەکە	وێنەکە	0	319	0	
ژنی	ژنی	0	318	0	
ناوداری	ناوداری	0	318	0	
دێتە	دێتە	0	305	0	
کارەکەی	کارەکەی	0	303	0	
لیژنەکانی	لیژنەکانی	0	286	0	
ساڵدا	ساڵدا	0	238	0	
نەکرد	نەکرد	0	236	0	
زانیارییەک	زانیارییەک	0	233	0	
سەلامەتی	سەلامەتی	0	223	0	
نێودەوڵەتییەکان	نێودەوڵەتییەکان	0	220	0	
کۆن	کۆن	0	212	0	
دەبەن	دەبەن	0	200	0	
سەروەری	سەروەری	0	175	0	
هەفتەیەکدا	هەفتەیەکدا	0	173	0	
سەرۆککۆماری	سەرۆککۆماری	0	166	0	
بەڵێن	بەڵێن	0	165	0	
کۆچبەرانی	کۆچبەرانی	0	162	0	
شەپۆلە	شەپۆلە	0	154	0	
هاوپەیمانێتی	هاوپەیمانێتی	0	148	0	
کەوتنە	کەوتنە	0	147	0	
ئێرانیش	ئێرانیش	0	134	0	
جێگیریی	جێگیریی	0	131	0	
کاندیدەکانی	کاندیدەکانی	0	130	0	
گرفتێک	گرفتێک	0	126	0	
پشدەر	پشدەر	0	116	0	
عومرە	عومرە	0	110	0	
زۆرەی	زۆرەی	0	108	0	
فەلاح	فەلاح	0	108	0	
موەلیدەکان	موەلیدەکان	0	107	0	
عامری	عامری	0	106	0	
پێشێلکردنی	پێشێلکردنی	0	105	0	
ئامانجە	ئامانجە	0	105	0	
گوندە	گوندە	0	97	0	
داراییش	داراییش	0	94	0	
ڕووداوەوە	ڕووداوەوە	0	93	0	
چارەسەرە	چارەسەرە	0	88	0	
نمرە	نمرە	0	87	0	
ڕێککەوتنەی	ڕێککەوتنەی	0	84	0	
دانیمارکی	دانیمارکی	0	79	0	
کەناڵ	کەناڵ	0	77	0	
پاشەکەوتکراوەکان	پاشەکەوتکراوەکان	0	76	0	
دەرەنجامی	دەرەنجامی	0	76	0	
لەڤ	لەڤ	0	75	0	
بەهاری	بەهاری	0	74	0	
ڕاوێژکار	ڕاوێژکار	0	74	0	
ڕێککەوتننامەی	ڕێککەوتننامەی	0	72	0	
ئەنجامدراون	ئەنجامدراون	0	70	0	
مەکتەب	مەکتەب	0	67	0	
نەریمان	نەریمان	0	66	0	
دیاردەیەکی	دیاردەیەکی	0	65	0	
ئاژانس	ئاژانس	0	64	0	
سرووشتی	سرووشتی	0	61	0	
شەرم	شەرم	0	60	0	
فەرامۆش	فەرامۆش	0	57	0	
گشتگیر	گشتگیر	0	55	0	
نەناردنی	نەناردنی	0	55	0	
سەختیی	سەختیی	0	54	0	
خەیار	خەیار	0	50	0	
جەزا	جەزا	0	49	0	
ڕۆژوو	ڕۆژوو	0	48	0	
مایک	مایک	0	48	0	
بەکاریان	بەکاریان	0	47	0	
خزمەتکردن	خزمەتکردن	0	46	0	
نیەتی	نیەتی	0	46	0	
چالاکوانە	چالاکوانە	0	45	0	
کارگەکان	کارگەکان	0	45	0	
گۆڕین	گۆڕین	0	45	0	
پارێزگاکەدا	پارێزگاکەدا	0	44	0	
ڕەنج	ڕەنج	0	44	0	
کچانە	کچانە	0	44	0	
بێبەرامبەر	بێبەرامبەر	0	43	0	
شۆفێرەکەی	شۆفێرەکەی	0	43	0	
تیشک	تیشک	0	42	0	
سەرپێچیکار	سەرپێچیکار	0	42	0	
کارتەر	کارتەر	0	42	0	
هەڵدەوەشێنێتەوە	هەڵدەوەشێنێتەوە	0	42	0	
پەلامارەکانی	پەلامارەکانی	0	41	0	
دامەزراندووە	دامەزراندووە	0	41	0	
شارەکاندا	شارەکاندا	0	40	0	
کۆبوونەوەکەوە	کۆبوونەوەکەوە	0	39	0	
خانووبەرەی	خانووبەرەی	0	38	0	
ڕێچکەی	ڕێچکەی	0	38	0	
مۆبایلەکە	مۆبایلەکە	0	37	0	
ئیسلامییە	ئیسلامییە	0	36	0	
قوبادی	قوبادی	0	35	0	
پارێزەرە	پارێزەرە	0	34	0	
داگیرکاری	داگیرکاری	0	34	0	
پەراوێزخستنی	پەراوێزخستنی	0	33	0	
لایەنەکەی	لایەنەکەی	0	33	0	
ئەنجوومەن	ئەنجوومەن	0	31	0	
گیراوەتە	گیراوەتە	0	30	0	
نەچێتە	نەچێتە	0	29	0	
بەشدارینەکردنی	بەشدارینەکردنی	0	28	0	
کولتووری	کولتووری	0	28	0	
وەربگیرێن	وەربگیرێن	0	28	0	
جەلالی	جەلالی	0	27	0	
سنوورێک	سنوورێک	0	27	0	
شایستەن	شایستەن	0	27	0	
شەهیدانیش	شەهیدانیش	0	27	0	
چوومە	چوومە	0	26	0	
دیلۆن	دیلۆن	0	26	0	
دەژیم	دەژیم	0	26	0	
دەمیر	دەمیر	0	26	0	
سەرپێچییە	سەرپێچییە	0	26	0	
نمرەکانی	نمرەکانی	0	26	0	
ئاسنی	ئاسنی	0	26	0	
فانەکانی	فانەکانی	0	25	0	
دینارتە	دینارتە	0	24	0	
بانگەشەکردن	بانگەشەکردن	0	23	0	
بوومەلەرزەیەکی	بوومەلەرزەیەکی	0	23	0	
بەلامانەوە	بەلامانەوە	0	23	0	
پێستە	پێستە	0	23	0	
پەنابەرێتی	پەنابەرێتی	0	23	0	
گەشتکردنی	گەشتکردنی	0	23	0	
ناڕازییەکان	ناڕازییەکان	0	23	0	
سام	سام	0	22	0	
سەرسوڕمانە	سەرسوڕمانە	0	22	0	
بەخشرا	بەخشرا	0	21	0	
خۆپیشاندانەکاندا	خۆپیشاندانەکاندا	0	21	0	
زارە	زارە	0	21	0	
عەبدولوەهاب	عەبدولوەهاب	0	21	0	
میلیشیا	میلیشیا	0	21	0	
ئۆزجان	ئۆزجان	0	21	0	
بنکانە	بنکانە	0	20	0	
پارەکەشی	پارەکەشی	0	19	0	
تێگەیشتوون	تێگەیشتوون	0	19	0	
ڕادەگەیێنین	ڕادەگەیێنین	0	19	0	
نیهاد	نیهاد	0	19	0	
هاوسەرگیریمان	هاوسەرگیریمان	0	19	0	
هەناردەکراو	هەناردەکراو	0	19	0	
وزەدا	وزەدا	0	19	0	
بیسەلمێنن	بیسەلمێنن	0	18	0	
دۆخ	دۆخ	0	18	0	
عیرفانی	عیرفانی	0	18	0	
قارەمانی	قارەمانی	0	18	0	
ململانێکانی	ململانێکانی	0	18	0	
یەکمان	یەکمان	0	18	0	
ترسناکە	ترسناکە	0	17	0	
دەوڵەتەوە	دەوڵەتەوە	0	17	0	
ڕوفاتی	ڕوفاتی	0	17	0	
ڕەوان	ڕەوان	0	17	0	
سەرقاڵە	سەرقاڵە	0	17	0	
کاغەزی	کاغەزی	0	17	0	
ماندووبوون	ماندووبوون	0	17	0	
میدیادا	میدیادا	0	17	0	
بندیان	بندیان	0	16	0	
بەڵای	بەڵای	0	16	0	
پارێزەرەکانی	پارێزەرەکانی	0	16	0	
پێشیان	پێشیان	0	16	0	
پەری	پەری	0	16	0	
زیانێکیان	زیانێکیان	0	16	0	
نەگرن	نەگرن	0	16	0	
هاوشێوەکانیان	هاوشێوەکانیان	0	16	0	
بەرنامەیەوە	بەرنامەیەوە	0	15	0	
تێوە	تێوە	0	15	0	
دووکەسە	دووکەسە	0	15	0	
ڤێرژنی	ڤێرژنی	0	15	0	
کامێراکە	کامێراکە	0	15	0	
گەڕاون	گەڕاون	0	15	0	
نەخۆشییەکان	نەخۆشییەکان	0	15	0	
ئینگلیزیدا	ئینگلیزیدا	0	15	0	
دەستێک	دەستێک	0	14	0	
مەکین	مەکین	0	14	0	
ئیمتیازات	ئیمتیازات	0	14	0	
بەلەم	بەلەم	0	13	0	
پاڵەپەستۆیەکی	پاڵەپەستۆیەکی	0	13	0	
تۆمەتباریش	تۆمەتباریش	0	13	0	
تیژڕەویی	تیژڕەویی	0	13	0	
خۆپیشاندانەکەدا	خۆپیشاندانەکەدا	0	13	0	
دەتپارێزێت	دەتپارێزێت	0	13	0	
سەتڵ	سەتڵ	0	13	0	
شوێنەوارێکی	شوێنەوارێکی	0	13	0	
گواستنەوەیە	گواستنەوەیە	0	13	0	
لێپرسراوێتی	لێپرسراوێتی	0	13	0	
هاوبەشەکانمان	هاوبەشەکانمان	0	13	0	
ئۆرلاندۆ	ئۆرلاندۆ	0	13	0	
پیاوەکەیان	پیاوەکەیان	0	12	0	
تەندروستیت	تەندروستیت	0	12	0	
دڵخۆشکردنی	دڵخۆشکردنی	0	12	0	
ڕاستەوخۆیە	ڕاستەوخۆیە	0	12	0	
سەنگەردا	سەنگەردا	0	12	0	
نۆتێلا	نۆتێلا	0	12	0	
هێنراون	هێنراون	0	12	0	
وەربگرە	وەربگرە	0	12	0	
وەرگیرایەوە	وەرگیرایەوە	0	12	0	
بووبوو	بووبوو	0	11	0	
پانتۆڵێکی	پانتۆڵێکی	0	11	0	
دارێک	دارێک	0	11	0	
ڕێکەوتنمان	ڕێکەوتنمان	0	11	0	
سایتەکانی	سایتەکانی	0	11	0	
سنوورەی	سنوورەی	0	11	0	
سەرکردایەتییەکی	سەرکردایەتییەکی	0	11	0	
کراوەدا	کراوەدا	0	11	0	
نەختینەیی	نەختینەیی	0	11	0	
نەوجول	نەوجول	0	11	0	
هەوڵم	هەوڵم	0	11	0	
بابیلۆن	بابیلۆن	0	10	0	
بفرۆشرێن	بفرۆشرێن	0	10	0	
بێینە	بێینە	0	10	0	
دزیکردندا	دزیکردندا	0	10	0	
ڕەزامەندییەکە	ڕەزامەندییەکە	0	10	0	
قەڵەمە	قەڵەمە	0	10	0	
ناشەرعییە	ناشەرعییە	0	10	0	
ناوبردنی	ناوبردنی	0	10	0	
ناوک	ناوک	0	10	0	
یەکپۆشی	یەکپۆشی	0	10	0	
بۆکۆ	بۆکۆ	0	9	0	
جیلی	جیلی	0	9	0	
داڕشتبوو	داڕشتبوو	0	9	0	
دایکوباوکی	دایکوباوکی	0	9	0	
داینی	داینی	0	9	0	
درێژخایەنەوە	درێژخایەنەوە	0	9	0	
دەتوێتەوە	دەتوێتەوە	0	9	0	
زینداندایە	زینداندایە	0	9	0	
شایستەیەکی	شایستەیەکی	0	9	0	
عیساوی	عیساوی	0	9	0	
فێستیڤاڵێکی	فێستیڤاڵێکی	0	9	0	
لەگەڵمدا	لەگەڵمدا	0	9	0	
مەڵکەندی	مەڵکەندی	0	9	0	
هێزێکیش	هێزێکیش	0	9	0	
ئامادەکردنیان	ئامادەکردنیان	0	9	0	
ئەندازیارێک	ئەندازیارێک	0	9	0	
ئەندامێتیی	ئەندامێتیی	0	9	0	
بیرمەندە	بیرمەندە	0	8	0	
بیروبۆچوون	بیروبۆچوون	0	8	0	
بیناکەی	بیناکەی	0	8	0	
تێکساس	تێکساس	0	8	0	
تیپەکەیان	تیپەکەیان	0	8	0	
جونۆن	جونۆن	0	8	0	
چۆنیش	چۆنیش	0	8	0	
داهاتەکانیش	داهاتەکانیش	0	8	0	
دیاردەکانی	دیاردەکانی	0	8	0	
دیاریمان	دیاریمان	0	8	0	
دەپارێزرێت	دەپارێزرێت	0	8	0	
دەستخراون	دەستخراون	0	8	0	
سینەماکانی	سینەماکانی	0	8	0	
شۆفێریان	شۆفێریان	0	8	0	
ڤیتۆڵ	ڤیتۆڵ	0	8	0	
کوردستانیدا	کوردستانیدا	0	8	0	
کوڕەکەیدا	کوڕەکەیدا	0	8	0	
کۆتایان	کۆتایان	0	8	0	
گووتی	گووتی	0	8	0	
لێدانەکەی	لێدانەکەی	0	8	0	
وەزیرانیشەوە	وەزیرانیشەوە	0	8	0	
ئۆساسۆنا	ئۆساسۆنا	0	8	0	
پارێزگاریش	پارێزگاریش	0	7	0	
پشکنینیش	پشکنینیش	0	7	0	
پەرەسەندنەکانی	پەرەسەندنەکانی	0	7	0	
چاوەڕێنەکراو	چاوەڕێنەکراو	0	7	0	
چەورە	چەورە	0	7	0	
ڕاستەقینەدا	ڕاستەقینەدا	0	7	0	
زیرەکیش	زیرەکیش	0	7	0	
سدیقی	سدیقی	0	7	0	
سەرسوڕهێنەردا	سەرسوڕهێنەردا	0	7	0	
شووشە	شووشە	0	7	0	
کالۆ	کالۆ	0	7	0	
کردوونی	کردوونی	0	7	0	
گرتی	گرتی	0	7	0	
گوڤەن	گوڤەن	0	7	0	
ناخات	ناخات	0	7	0	
وانەکە	وانەکە	0	7	0	
ئینگلیزیان	ئینگلیزیان	0	7	0	
ئەمانەتەوە	ئەمانەتەوە	0	7	0	
بگونجێنێت	بگونجێنێت	0	6	0	
بوختانی	بوختانی	0	6	0	
بەڕێوەبەرەکانەوە	بەڕێوەبەرەکانەوە	0	6	0	
پانێڵێک	پانێڵێک	0	6	0	
زانییان	زانییان	0	6	0	
زێدانیش	زێدانیش	0	6	0	
ستراسبۆرگ	ستراسبۆرگ	0	6	0	
سەڵاحی	سەڵاحی	0	6	0	
فیفاوە	فیفاوە	0	6	0	
گەشتێکیان	گەشتێکیان	0	6	0	
لەسایەیدا	لەسایەیدا	0	6	0	؟؟؟
ناهێڵێتەوە	ناهێڵێتەوە	0	6	0	
ناویدا	ناویدا	0	6	0	
نەبوونەتە	نەبوونەتە	0	6	0	
هاوکاریم	هاوکاریم	0	6	0	
وەرگرتنەوە	وەرگرتنەوە	0	6	0	
وەستام	وەستام	0	6	0	
ئاکتاش	ئاکتاش	0	6	0	
ئیرنای	ئیرنای	0	6	0	
بانکییەکان	بانکییەکان	0	5	0	
بردمی	بردمی	0	5	0	
برینداریشیان	برینداریشیان	0	5	0	
بینەرانیان	بینەرانیان	0	5	0	
بەرهەمیش	بەرهەمیش	0	5	0	
بەنزینەکەش	بەنزینەکەش	0	5	0	
پزیشکییەکانەوە	پزیشکییەکانەوە	0	5	0	
حکومەتێکدا	حکومەتێکدا	0	5	0	
خوێنت	خوێنت	0	5	0	
داپیری	داپیری	0	5	0	
دکتۆراکەی	دکتۆراکەی	0	5	0	
دەهۆڵ	دەهۆڵ	0	5	0	
دەوڵەتەدا	دەوڵەتەدا	0	5	0	
ڕشتی	ڕشتی	0	5	0	
ژەمەکانی	ژەمەکانی	0	5	0	
سپۆتنیکی	سپۆتنیکی	0	5	0	
سەدەکانی	سەدەکانی	0	5	0	
سەگەکەیدا	سەگەکەیدا	0	5	0	
شیرەکە	شیرەکە	0	5	0	
قاوەخانەی	قاوەخانەی	0	5	0	
کۆڕبەندەکە	کۆڕبەندەکە	0	5	0	
گورچیلەت	گورچیلەت	0	5	0	
لەشم	لەشم	0	5	0	
نەهێڵیت	نەهێڵیت	0	5	0	
هاتمەوە	هاتمەوە	0	5	0	
هەوڵدانێکی	هەوڵدانێکی	0	5	0	
ئاوەش	ئاوەش	0	5	0	
ئۆتۆمبێلەکەشدا	ئۆتۆمبێلەکەشدا	0	5	0	
ئێرلەندی	ئێرلەندی	0	5	0	
ئیمۆ	ئیمۆ	0	5	0	
ئینگلیز	ئینگلیز	0	5	0	
باشماخی	باشماخی	0	4	0	
برژاوە	برژاوە	0	4	0	
بکوژان	بکوژان	0	4	0	
بورج	بورج	0	4	0	
بێویژدانانە	بێویژدانانە	0	4	0	
بیتەوە	بیتەوە	0	4	0	
بیخە	بیخە	0	4	0	
بەریتانین	بەریتانین	0	4	0	
بەکارخستنی	بەکارخستنی	0	4	0	
پرسیارێکەوە	پرسیارێکەوە	0	4	0	
تیشێرتێکی	تیشێرتێکی	0	4	0	
چالاکیدا	چالاکیدا	0	4	0	
چەقۆیان	چەقۆیان	0	4	0	
چەندەیە	چەندەیە	0	4	0	
چەورییەکانی	چەورییەکانی	0	4	0	
خشتەکەیاندا	خشتەکەیاندا	0	4	0	
خوێندکارانەشی	خوێندکارانەشی	0	4	0	
دانپێدانانەکانی	دانپێدانانەکانی	0	4	0	
دزیوەتەوە	دزیوەتەوە	0	4	0	
دەچێژێت	دەچێژێت	0	4	0	
دەشیەوێت	دەشیەوێت	0	4	0	
دەهێشت	دەهێشت	0	4	0	
ڕاگرتنەکەش	ڕاگرتنەکەش	0	4	0	
ڕاهێنەرێک	ڕاهێنەرێک	0	4	0	
زۆربە	زۆربە	0	4	0	
زۆرترەوە	زۆرترەوە	0	4	0	
سپیمان	سپیمان	0	4	0	
شاوری	شاوری	0	4	0	
شێوانە	شێوانە	0	4	0	
شەمعەکانی	شەمعەکانی	0	4	0	
فراکسیۆنەکەم	فراکسیۆنەکەم	0	4	0	
فوچسیل	فوچسیل	0	4	0	
فۆرت	فۆرت	0	4	0	
فۆڕ	فۆڕ	0	4	0	
قەسرۆکی	قەسرۆکی	0	4	0	
کارەساتبارەکان	کارەساتبارەکان	0	4	0	
کرێچین	کرێچین	0	4	0	
کوڕەداوێی	کوڕەداوێی	0	4	0	گوندی کوڕەداوێی
کۆدێکی	کۆدێکی	0	4	0	
کەلوپەلیان	کەلوپەلیان	0	4	0	
گۆتەرێس	گۆتەرێس	0	4	0	
لێسلی	لێسلی	0	4	0	
لیۆفید	لیۆفید	0	4	0	
لەمپەری	لەمپەری	0	4	0	
ماکیاژەوە	ماکیاژەوە	0	4	0	
موزیسیانی	موزیسیانی	0	4	0	
میلیسا	میلیسا	0	4	0	
مەترسییەکیش	مەترسییەکیش	0	4	0	
نمای	نمای	0	4	0	
نموونەشی	نموونەشی	0	4	0	
نیشتەجێکردنیان	نیشتەجێکردنیان	0	4	0	
هەوارەبەرزە	هەوارەبەرزە	0	4	0	
واژۆکان	واژۆکان	0	4	0	
یادەش	یادەش	0	4	0	
یەکەیەی	یەکەیەی	0	4	0	
ئابوورییانە	ئابوورییانە	0	4	0	
ئیفلیجکردنی	ئیفلیجکردنی	0	4	0	
ئەبازی	ئەبازی	0	4	0	
ئەڤەلۆنی	ئەڤەلۆنی	0	4	0	
بپچڕێنین	بپچڕێنین	0	3	0	
بڕواشمان	بڕواشمان	0	3	0	
بژاردەیان	بژاردەیان	0	3	0	
بکرێمە	بکرێمە	0	3	0	
بەخشیونی	بەخشیونی	0	3	0	
بەرامبەریاندا	بەرامبەریاندا	0	3	0	
بەرگریدان	بەرگریدان	0	3	0	
بەروبوومەکانی	بەروبوومەکانی	0	3	0	
بەڕێی	بەڕێی	0	3	0	
بەکاریش	بەکاریش	0	3	0	
پیرۆزباییت	پیرۆزباییت	0	3	0	
پەڕیوەتەوە	پەڕیوەتەوە	0	3	0	
تویت	تویت	0	3	0	
تۆتێنهام	تۆتێنهام	0	3	0	
تۆفڵ	تۆفڵ	0	3	0	
تیانگ	تیانگ	0	3	0	
تەقەکردنەدا	تەقەکردنەدا	0	3	0	
تەوقیتکراو	تەوقیتکراو	0	3	0	
جافەکە	جافەکە	0	3	0	
جۆزەکەدا	جۆزەکەدا	0	3	0	
جۆنیۆر	جۆنیۆر	0	3	0	
چارەسەرێکە	چارەسەرێکە	0	3	0	
چالاکێکی	چالاکێکی	0	3	0	
چاڵانە	چاڵانە	0	3	0	
چلەمین	چلەمین	0	3	0	
چۆڵە	چۆڵە	0	3	0	
حەماقی	حەماقی	0	3	0	موحەمەد حەماقی گۆرانیبێژ
خانەنشینییەکەی	خانەنشینییەکەی	0	3	0	
خوێندنم	خوێندنم	0	3	0	
خۆشتندا	خۆشتندا	0	3	0	
خەریکبووە	خەریکبووە	0	3	0	
خەوتنە	خەوتنە	0	3	0	
خەیاڵییەکەی	خەیاڵییەکەی	0	3	0	
داویەتییە	داویەتییە	0	3	0	
دکتۆرەوە	دکتۆرەوە	0	3	0	
دواییشدا	دواییشدا	0	3	0	
دوایەوە	دوایەوە	0	3	0	
دیارین	دیارین	0	3	0	
دینداری	دینداری	0	3	0	
دیێگۆ	دیێگۆ	0	3	0	
دەرناکەون	دەرناکەون	0	3	0	
دەریاوانە	دەریاوانە	0	3	0	
دەستڕێژەوە	دەستڕێژەوە	0	3	0	
دەگڕێت	دەگڕێت	0	3	0	
زەردن	زەردن	0	3	0	
زەوییانەش	زەوییانەش	0	3	0	
سوپاسنامەیەک	سوپاسنامەیەک	0	3	0	
سەرەتایان	سەرەتایان	0	3	0	
شڵەژاند	شڵەژاند	0	3	0	
شەقامەکەیان	شەقامەکەیان	0	3	0	
شەهیدیش	شەهیدیش	0	3	0	
فراوانتربوونی	فراوانتربوونی	0	3	0	
فۆرممان	فۆرممان	0	3	0	
قەیرانەیان	قەیرانەیان	0	3	0	
کرێکارێکیش	کرێکارێکیش	0	3	0	
کۆلێت	کۆلێت	0	3	0	کۆلێت میستیالیس ، ژنێکی ئەمریکی
کۆلێژێک	کۆلێژێک	0	3	0	
کۆنترۆڵدایە	کۆنترۆڵدایە	0	3	0	
کێف	کێف	0	3	0	گوندی کێف
کەنساس	کەنساس	0	3	0	ویلایەتی کەنساس
گڵێجاڵی	گڵێجاڵی	0	3	0	
گۆتزە	گۆتزە	0	3	0	
گیروگرفتە	گیروگرفتە	0	3	0	
گەڕۆکن	گەڕۆکن	0	3	0	
لێردا	لێردا	0	3	0	
لیڤاندۆڤسکی	لیڤاندۆڤسکی	0	3	0	
لیواکەمان	لیواکەمان	0	3	0	
مەولانا	مەولانا	0	3	0	
ناچین	ناچین	0	3	0	
نامەیەکیدا	نامەیەکیدا	0	3	0	
ناوخۆشدا	ناوخۆشدا	0	3	0	
نەشتەرگەرییەکەدا	نەشتەرگەرییەکەدا	0	3	0	
نەگرتبوو	نەگرتبوو	0	3	0	
هایدرۆکاربۆنی	هایدرۆکاربۆنی	0	3	0	
هەرچییەکمان	هەرچییەکمان	0	3	0	
هەردووکیاندا	هەردووکیاندا	0	3	0	
هەزەر	هەزەر	0	3	0	توبا هەزەر پەرلەمانتاری شاری وان
هەستیارەکەی	هەستیارەکەی	0	3	0	
هەڵبەستراون	هەڵبەستراون	0	3	0	
وڵاتەشی	وڵاتەشی	0	3	0	
یارییەی	یارییەی	0	3	0	
ئازیزترین	ئازیزترین	0	3	0	
ئیعتراف	ئیعتراف	0	3	0	
ئیکۆنۆمیست	ئیکۆنۆمیست	0	3	0	
ئەپڵیکەیشنەکانی	ئەپڵیکەیشنەکانی	0	3	0	
ئەنتۆنێلا	ئەنتۆنێلا	0	3	0	
باخچەکاپاڵی	باخچەکاپاڵی	0	2	0	
بازاڕکردنە	بازاڕکردنە	0	2	0	
باسمە	باسمە	0	2	0	
باشتان	باشتان	0	2	0	
باکیێڤ	باکیێڤ	0	2	0	
بخوڕێت	بخوڕێت	0	2	0	
بگونجێنم	بگونجێنم	0	2	0	
بنبڕە	بنبڕە	0	2	0	
بووبێتنەوە	بووبێتنەوە	0	2	0	
بۆیەیی	بۆیەیی	0	2	0	
بیخەنەوە	بیخەنەوە	0	2	0	
بەرپەرچ	بەرپەرچ	0	2	0	
بەرچاوڕوونیمان	بەرچاوڕوونیمان	0	2	0	
بەرچاوەکانی	بەرچاوەکانی	0	2	0	
بەرزکردنەوەکە	بەرزکردنەوەکە	0	2	0	
بەرنامەیەشدا	بەرنامەیەشدا	0	2	0	
بەروبوومەکانیان	بەروبوومەکانیان	0	2	0	
بەزاندنە	بەزاندنە	0	2	0	
بەفرانباری	بەفرانباری	0	2	0	
بەلووچ	بەلووچ	0	2	0	
بەندکراوەکانیان	بەندکراوەکانیان	0	2	0	
بەهێزەکانیان	بەهێزەکانیان	0	2	0	
پاسوۆردێکی	پاسوۆردێکی	0	2	0	
پشکدار	پشکدار	0	2	0	
پشکنینەکانین	پشکنینەکانین	0	2	0	
پۆستەکانیشەوە	پۆستەکانیشەوە	0	2	0	
پێداویستییان	پێداویستییان	0	2	0	
پێکەوەییدا	پێکەوەییدا	0	2	0	
پیتێنراوە	پیتێنراوە	0	2	0	
پیرئۆمەری	پیرئۆمەری	0	2	0	
پەتاگەری	پەتاگەری	0	2	0	
پەرلەمانیمان	پەرلەمانیمان	0	2	0	
پەروەردەتان	پەروەردەتان	0	2	0	
پەیامت	پەیامت	0	2	0	
پەیجەکانیدا	پەیجەکانیدا	0	2	0	
پەیمانگاکانەوە	پەیمانگاکانەوە	0	2	0	
تاسانەی	تاسانەی	0	2	0	
تۆمەتبارانەش	تۆمەتبارانەش	0	2	0	
تێکەڵکەر	تێکەڵکەر	0	2	0	
تیرۆریستەوە	تیرۆریستەوە	0	2	0	
تەمەتی	تەمەتی	0	2	0	
تەنفیزیدا	تەنفیزیدا	0	2	0	
جۆهانسۆن	جۆهانسۆن	0	2	0	
جیهادیی	جیهادیی	0	2	0	
جەختییان	جەختییان	0	2	0	
چینین	چینین	0	2	0	
چەکەکەمان	چەکەکەمان	0	2	0	
چەلەحانێی	چەلەحانێی	0	2	0	
حیمایەکانی	حیمایەکانی	0	2	0	
حەقدەستە	حەقدەستە	0	2	0	
خاکەکە	خاکەکە	0	2	0	
خانکێ	خانکێ	0	2	0	کەمپی خانکێ
خشتەدا	خشتەدا	0	2	0	
خۆڕووتکردنەوەی	خۆڕووتکردنەوەی	0	2	0	
خۆمانتان	خۆمانتان	0	2	0	
خۆئامادەکردنن	خۆئامادەکردنن	0	2	0	
خێزانەکانیش	خێزانەکانیش	0	2	0	
دابدات	دابدات	0	2	0	
دابڕێژێتەوە	دابڕێژێتەوە	0	2	0	
دابەشنەکردنیشی	دابەشنەکردنیشی	0	2	0	
دادپەروەرین	دادپەروەرین	0	2	0	
داسەپاوی	داسەپاوی	0	2	0	
داغستان	داغستان	0	2	0	
دانەگرن	دانەگرن	0	2	0	
داهێنانەوە	داهێنانەوە	0	2	0	
داواکارییەن	داواکارییەن	0	2	0	
داواکەمەوە	داواکەمەوە	0	2	0	
