word	corrected_gold	system_suggestions	in_1	in_3	in_above_3
سرەتا	سەرەتا	سەرەتا,سەتا,هەتا,سەرەتای,سەدا,عەتا,سەرا,سەما,سورەتی,سووتا	1	1	1
سو	سۆ	detected_correct	0	0	0
سورانی	سۆرانی	detected_correct	0	0	0
سوما	سۆما	detected_correct	0	0	0
سووتو	سووتوو	سووتا,سوودو,سوواو,سووتاو,سووتن,سووت,سوورو,سووتی,سووتوو,سووتە	0	0	1
سوورەتو	سوورەتوو	سوورەتی,سوورەت,سوورەتە,سوورەو,سوورە,سورەتی,سوورەکە,سوورەی,سوورەوە,سووربوو	0	0	0
سۆخمە	سوخمە	سوخمە,دۆخە,تۆکمە,سەختە,کۆمە,ساختە,خۆمە,فۆرمە,سۆما,ستەمە	1	1	1
سەپۆلاوی	شەپۆلاوی	سەپاوی,سەهۆڵاوی,شەپۆلانی,لەپێناوی,عەللاوی,شەپۆلی,عەلاوی,سەنگاوی,سەلامی,شەپۆلێکی	0	0	0
سەربەتم	سەربەتەم	سەربەم,سەربەستم,سەرجەم,سەرەتا,سەربەخۆ,سەردەم,سەروەت,سەربە,سەربەست,سەربەستی	0	0	0
سەربەخو	سەربەخۆ	detected_correct	0	0	0
سەرکوتنە	سەرکەوتن	سەرکەوتنە,سەرکوتە,سەرکەوتنی,سەرکەوتن,سەرکوت,سەرکوتی,سەرکەوتنەش,سەرکەوتنەی,سەرکەوتنه,سەرکۆنە	0	0	1
سەرماوە	سەرماوەز	detected_correct	0	0	0
سەرماەوز	سەرماوەز	سەرمایەو,سەرماو,سەرمەوە,سەرمایەوە,سەرماوە,سەرمانەوە,سەرماوەز,سەرمایەو[,سەرسەوز,سەرچاوە	0	0	1
سەروک	سەرۆک	detected_correct	0	0	0
سەڕەڕای	سەرەڕای	detected_correct	0	0	0
شاروچکە	شارۆچکە	detected_correct	0	0	0
شتاو	شەتاو	شکاو,شیاو,تاو,شاو,پشتاو,شتان,ستاو,شتوو,تا,ناو	0	0	0
شلیرە	شلێرە	لیرە,شیرە,شلیر,شارە,لێرە,علیە,شیعە,سەیرە,پیرە,شاعیرە	0	0	0
شنا	شنە	نا,شا,حنا,شدا,شکا,شنە,شنۆ,انا,أنا,شیا	0	0	1
شورەبی	شۆڕەبی	شورەوی,شورەیی,شورەی,عەرەبی,شەرەفی,سورەتی,ورەی,شورای,شارەی,شەرابی	0	0	0
شووریی	شوورەیی	دووریی,شوورەیی,شوورای,شوورەی,سووریی,نووریی,شوورایی,سووریا,ژووری,نووری	0	1	1
شۆرەسواڕ	شۆڕەسوار	شۆڕەسوار,ئۆرەگوای,شۆرەشا,شارەوان,شۆڕەسواری,شۆرەوی,شارەوا,شارەوانی,شارەزا,خۆرئاوا	1	1	1
شینەیی	شێنەیی	detected_correct	0	0	0
شەپولاوی	شەپۆلاوی	شەپولی,شەپۆلانی,تەواوی,لەپێناوی,عەللاوی,شەپۆلی,عەلاوی,شەوانی,شەپۆلێکی,مەولەوی	0	0	0
شەرمیون	شەرمێون	شەرمین,شەرمیان,گەرمیان,نەرمین,فەرموون,شەرمی,شەرمن,شەرمەوە,شەریان,فەرمون	0	0	0
شەکت	شەکەت	شەست,شەکر,شەکەت,شەرت,شەفت,شەوت,شەڕت,شوکت,شەت,چەکت	0	1	1
شەۆ	شەو	شەڕ,شەش,شەو,شە,شەر,شەق,شکۆ,شنۆ,شەن,شۆ	0	1	1
قازناجج	قازانج	قازانج,قازنجی,قازنج,نازناوی,قازانجی,نازناو,نازناوە,قازانجە,نازناوه,نازناز	1	1	1
قامانج	قازانج	ئامانج,قازانج,امانج,ئامانجی,سامانی,سامان,قازانجی,ئامانجە,سامانە,وامان	0	1	1
قد	قەت	detected_correct	0	0	0
قۆرس	قورس	detected_correct	0	0	0
کاێە	کایە	کارە,کاتە,کاوە,کاکە,کایە,کامە,کانە,کاسە,کاڵە,داێە	0	0	1
کرەسە	کەرەسە	کەسە,کراسە,کرەوە,کەس,کراوە,کردەوە,کەسی,کردوە,کردە,ترەوە	0	0	0
کوبوونەوە	کۆبوونەوە	کۆبوونەوە,کوبوونەوەی,کوبونەوە,کۆبوونەوەی,بوونەوە,کۆبوونەوه,کۆبونەوە,نوێبوونەوە,کۆبووەوە,دەبوونەوە	1	1	1
کوتایی	کۆتایی	detected_correct	0	0	0
کوترەباریکە	کۆترەباریکە	کارەبایە,کوردەوارییە,کوتلەکاری,کارەباکە,کارەباییە,کوتلەبازی,کوردەواریە,کارەباری,کارەباییەکە,کاروباری	0	0	0
کوچەر	کۆچەر	detected_correct	0	0	0
کورتەبزوین	کورتەبزوێن	کورتبین,کوردبووین,کوردبوون,کورتەی,کورتەیەکی,کوردەوان,کورتترین,کورتبینی,کورترین,کوردبون	0	0	0
کوسپ	کۆسپ	detected_correct	0	0	0
کوشک	کۆشک	detected_correct	0	0	0
کوڵول	کوڵۆڵ	کوێوە,کاول,کوو,کابول,کوڵ,کول,لوول,پوول,کوڕو,کوڵاو	0	0	0
کوڵۆل	کوڵۆڵ	کوڵ,کڵۆڵ,کول,کڵۆم,کوڵاو,کۆل,کوڵی,کارۆل,کوڵمی,کڵۆ	0	0	0
کومار	کۆمار	detected_correct	0	0	0
کۆبوونەۆە	کۆبوونەوە	کۆبوونەوە,کۆبوونەکە,کۆبوونەوەی,کۆبوونەوه,کۆبونەوە,کۆبووەوە,کۆبوونەوەو,کۆبووینەوە,کەبوونەتە,کۆبوونەوە،	1	1	1
کۆرانکاری	گۆڕانکاری	گۆرانکاری,گۆڕانکاری,وێرانکاری,گۆرِانکاری,گۆرانکاریە,گورانکاری,کۆمانداری,گۆرانگاری,گۆرانکاریی,وگۆرانکاری	0	1	1
کۆرانی	گۆرانی	detected_correct	0	0	0
کۆڵۆڵ	کوڵۆڵ	کڵۆڵ,کۆڵۆن,کۆمەڵ,کۆڵان,کۆڵ,کۆڵی,کۆڵن,کۆڵێک,کڵۆم,گۆگۆڵ	0	0	0
کۆمەلگا	کۆمەڵگا	detected_correct	0	0	0
کۆێی	کوێی	کۆی,کۆچی,کۆنی,کرێی,کۆڕی,کۆپی,کۆیی,کوێی,کۆری,کۆفی	0	0	1
کێژ	کەژ	کێ,چێژ,کێن,کێش,کێم,کێی,ڕێژ,کێک,کوژ,بێژ	0	0	0
کیهە	کێهە	کینە,کیشە,کیژە,کیسە,کیە,کییە,کێهە,کیمە,کیڤە,کیه	0	0	1
کەراوسە	کەرەسە	کراوە,کەرکوکە,فەرانسە,کەلاوە,کەرەوە,کراسە,سەراوە,کراووە,کەماوە,کەرانە	0	0	0
کەۆتە	کەوتە	کەوتە,کەرتە,کەبۆتە,کەتە,کۆتە,کەتۆتە,کەڵتە,کەڤتە,کەواتە,بۆتە	1	1	1
کەێل	کەیل	کەل,کێل,کەیل,کە,کەس,کەم,کەسێک,کەچی,کەسی,کێ	0	1	1
گرینگتی	گرینگی	گرینگی,گرینگتر,گرینگیی,گرینگەی,گرنگی,گرنگیی,گرنگتر,گرینگ,گرینگە,گرەنتی	1	1	1
گوبەرۆک	گۆبەرۆک	گۆبەرۆک,وسەرۆک,گوزەرێک,گەرۆک,بەرۆک,ڕوبەرێک,سەرۆک,موبارەک,بەرۆکی,ڕوبەروی	1	1	1
گوچان	گۆچان	گومان,گوڵان,وچان,گولان,گوران,گۆچان,قوچان,گوڕان,گوان,گویان	0	0	1
گووتی	گوتی	detected_correct	0	0	0
گۆڵاو	گوڵاو	گۆڕاو,گڵاو,گەڵاو,گوڵاو,گۆراو,گۆڵان,گۆماو,گۆڕان,بڵاو,گۆران	0	0	1
گەلاویژ	گەلاوێژ	detected_correct	0	0	0
گەلیک	گەلێک	detected_correct	0	0	0
گەمارو	گەمارۆ	گەمارۆ,گەماروی,هەزارو,گەمارۆی,هەژارو,عەمار,گۆڤارو,ئامارو,گەرماو,دەماری	1	1	1
گەول	گەون	گەل,گول,هەول,گەوج,حەول,قەول,گیول,عەول,گوول,گەور	0	0	0
گەیز	کەزیە	گەی,گەز,گیز,گەیی,گەیت,حەیز,گەیە,گەیم,گەیس,هەیە	0	0	0
لامپەر	لەمپەر	لەمپەر,لاپەر,لەمەر,لاپەرە,لادەر,لەمپەری,ڕامبەر,ماڵپەر,لامپارد,لەمپەڕ	1	1	1
لاوایز	لاواز	لاواز,داوای,لاوان,لاوانی,لاوی,لاوازی,لیوای,ئاواز,لاوازە,لاسایی	1	1	1
لاوین	لاوێن	detected_correct	0	0	0
لاین	لایەن	detected_correct	0	0	0
لوتکە	لۆتکە	detected_correct	0	0	0
لێرەوار	لێڕەوار	لێرەدا,لێرەوە,لێرەو,لێرەوەش,لێرەوه,لێرەداو,لێوار,لێرەو[,لێرەیا,لێرەبای	0	0	0
لیزان	لێزان	detected_correct	0	0	0
لیۆ	لێو	detected_correct	0	0	0
لەخوبوردوو	لەخۆبوردوو	لەخۆبوردوو,لەخۆبردوو,لەڕابوردوو,لەخۆبوردووی,لەخۆبوردو,لەخۆبووردوو,لەڕابردوو,لەرابردوو,لەخۆبردووی,لەخۆبوردن	1	1	1
لەخۆبۆردوو	لەخۆبوردوو	لەخۆبردوو,لەخۆبوردوو,لەخۆبردووی,لەخۆبوردووی,لەخۆبوردو,لەخۆبووردوو,لەڕابردوو,لەرابردوو,خۆبردوو,لەخۆبوردن	0	1	1
لەرزوک	لەرزۆک	لەرزۆک,لەرزێک,کەرکوک,لەرووی,لەنزیک,بەرزو,لەروی,هەرزوو,سەروک,وەرزێک	1	1	1
لەمپەڕ	لەمپەر	detected_correct	0	0	0
لەمێژو	لەمێژەوە	لەمێژە,لەمێژوی,لەمێژوو,لەمێژ,لەمێژه,لەنێو,لەمێژووی,لەمەو,مێژو,لەمێژودا	0	0	0
لەمیژەوە	لەمێژەوە	لەمێژەوە,لەمیشەوە,لەماڵەوە,لەمەوە,لەمڕوەوە,لەچییەوە,دەمیەوە,لەمەشەوە,لەمانەوە,لەویشەوە	1	1	1
لەێ	لەی	لە,لەو,لەم,لێ,لەوێ,لەش,لە:,لەسێ,لەت,لەچ	0	0	0
ماژه	ئاماژە	ماوه,ماده,مافه,مامه,ماڵه,ماره,مێژه,مایه,هاژه,ماه	0	0	0
ماندو	ماندوو	detected_correct	0	0	0
ماویێک	ماوەیێک	ماویەک,ماوەێک,ماوەیێک,ماوەیەک,مانگێک,ماڵێک,چاوێک,ناوێک,ئاوڕێک,داویێ	0	1	1
ماوەییک	ماوەیێک	ماوەیەک,ماوەیی,ماوەیک,ماوەیێک,ماوەییە,ماوەی,ماوەیەکی,ماوەیەکە,ماوەیەی,ماوەیە	0	0	1
مرج	مەرج	مەرج,مرد,مرۆ,فرج,مر,خرج,مرو,مرة,مرڤ,مری	1	1	1
موچە	مووچە	detected_correct	0	0	0
موودا	مەودا	مووسا,مەودا,ڕوودا,زوودا,دوودا,جوودا,بوودا,وودا,موردا,چوودا	0	1	1
موورو	مووروو	دوورو,مونرو,ژوورو,سوورو,موور,دوور,بووەو,سوور,ژووری,دوورە	0	0	0
مێژو	مێژوو	detected_correct	0	0	0
مێللورە	مێلوورە	مێژووە,میللەتە,کەلتورە,مێژوە,کولتورە,کلتورە,مێروولە,مێژوویە,مەعلومە,مێژەوە	0	0	0
میڵلورە	مێلوورە	ماڵەوە,میللەتە,میوە,میرە,میسرە,ماڵپەرە,مەعلومە,میللە,منصورە,میلەتە	0	0	0
مەتەل	مەتەڵ	مەتەڵ,مەتەر,لەتەل,مەلەل,لەگەل,مەکەن,مەگەر,مەتر,مەسەلە,لەتەک	1	1	1
مەوا	هەوا	ئەوا,مەلا,کەوا,ڕەوا,هەوا,سەوا,مەودا,مەها,حەوا,نەوا	0	0	1
نامو	نامۆ	detected_correct	0	0	0
ناوندی	ناوەند	detected_correct	0	0	0
ناوەروک	ناوەرۆک	ناوەرۆک,ناوەرۆکی,ناوەوە,ناوەڕۆک,ناوەو,ناوەو[,ناوەرۆکە,ناوەوه,ناڤەروکا,ناوەرۆکى	1	1	1
نرح	نرخ	نرخ,نوح,نرا,شرح,نری,فرح,جرح,کرد,ناو,تر	1	1	1
نشیۆ	نشێو	نشین,نیۆ,نییە,نزیک,نین,نیە,نیو,نییه,نی,نیم	0	0	0
نوبەرە	نۆبەرە	نوسەرە,ڕوبەرە,نۆبەرە,نوسەر,بەرە,وەرە,دوبارە,هونەرە,نووسەرە,نوسەری	0	1	1
نورە	نۆرە	detected_correct	0	0	0
نوستو	نوستوو	detected_correct	0	0	0
نوینەر	نوێنەر	detected_correct	0	0	0
نۆێنەر	نوێنەر	نوێنەر,خۆێنەر,نۆێنەری,نۆێنە,نوێنەری,خوێنەر,نوێنەرە,چێنەر,تۆقێنەر,هێنەر	1	1	1
نیوان	نێوان	detected_correct	0	0	0
هاتوچو	هاتوچۆ	detected_correct	0	0	0
هارکاری	هاریکاری	هاوکاری,هاریکاری,دارکاری,هاکاری,هۆکاری,هاوکاریی,هاوکار,هاواری,هاریکاریی,ئاکاری	0	1	1
هارو	هاروو	کارو,شارو,هاو,بارو,دارو,هزرو,هاری,هاتو,هار,جارو	0	0	0
هاسەرۆک	هاوسەرۆک	هاوسەرۆک,سەرۆک,لەسەرۆک,بەسەرۆک,هاوسەرۆکی,ناوەرۆک,کەسەرۆک,وسەرۆک,،]سەرۆک,"سەرۆک	1	1	1
هاوێن	هاوین	خاوێن,هاوین,هاوەن,داوێن,لاوێن,هەوێن,ژاوێن,هاوێژ,ساوێن,هاون	0	1	1
هتاو	تاو	هاو,هەتاو,تاو,هتاد,ستاو,هتدو,تا,ناو,هەتا,تاکو	0	1	1
همەلایەنە	هەمەلایەنە	هەمەلایەنە,هەمەلایەنەی,لەلایەنە,هەمەلایەن,بەلایەنە,هەمەلایەنی,مەلایانە,هەمەلایەنه,فرەلایەنە,کەلایەنە	1	1	1
هناسە	هەناسە	هەناسە,ناسە,بناسە,هندسە,هێناوە,ناوە,هاتە,باسە,پێناسە,ژنانە	1	1	1
هو	هۆ	detected_correct	0	0	0
هوا	هەوا	detected_correct	0	0	0
هور	هەور	detected_correct	0	0	0
هورەاز	هەوراز	هەوراز,هورمز,هورموز,هوریا,هوریای,هاوراز,هەراز,سوریا,هونەری,هەرگیز	1	1	1
هوز	هۆز	هێز,هۆز,هو,هیز,هوی,هود,دوز,ڕوز,هوێ,هون	0	1	1
هوزان	هۆزان	detected_correct	0	0	0
هوگر	هۆگر	detected_correct	0	0	0
هۆگو	هۆگر	هۆگر,هۆگۆ,هۆزو,هۆو,هنگو,هۆگ,هۆی,هەمو,هۆڵی,هێزو	1	1	1
هۆێ	هۆی	detected_correct	0	0	0
هێشو	هێشوو	هێزو,هێشت,پێشو,هێشوو,هێشا,هێش,هێشوە,ئێشو,هێرو,هێشوی	0	0	1
هێندی	هێندێ	detected_correct	0	0	0
هیرو	هێرۆ	detected_correct	0	0	0
هیرۆ	هێرۆ	detected_correct	0	0	0
هیژا	هێژا	هیوا,هێژا,هینا,هژا,هیڤا,هیما,هەژا,هیا,هیچ,یا	0	1	1
هیژان	هێژان	هەژان,کیژان,هیران,هینان,هیوان,هیدان,هیڤان,لیژان,هیچان,هیزان	0	0	0
هیمن	هێمن	detected_correct	0	0	0
هەرت	هەرد	هەر,هەست,هەرە,هەشت,هەره,هەرچ,کەرت,سەرت,پەرت,هەرس	0	0	0
هەلاتن	هەڵاتن	detected_correct	0	0	0
هەلسەنگاندن	هەڵسەنگاندن	detected_correct	0	0	0
هەلفرین	هەڵفڕین	هەڵفرین,عەفرین,بەفرین,هەڵگرین,هەلگری,هەژارین,نەفرین,هەڵفڕین,ئەلفرید,هەولێرین	0	0	1
هەلکەوتە	هەڵکەوتە	هەڵکەوتە,هەلکەوت,هەڵکەوت,دەکەوتە,هەڵکەوتەی,دەرکەوتە,پەککەوتە,هەلکەفتا,خەلکەوە,ئەشکەوتە	1	1	1
هەڵالە	هەڵاڵە	detected_correct	0	0	0
هەڵکۆلین	هەڵکۆڵین	هەڵکۆڵین,هەڵکۆڵینی,هەڵکەین,هەڵکۆڵی,هەڵکێشین,هەڵتۆقین,ڤەکۆلین,هەڵکەنین,هەڵکشان,هەیکەلی	1	1	1
هەڵوەڕێنم	هەڵوەرێنم	هەڵوەرینی,هەڵوەرین,هەڵپەڕین,هەڵوەشان,هەڵوەشانی,هەڵگەڕان,هەڵدەکێشم,هەڵدەڵێن,هەڵوەراند,هەڵدەڕێژن	0	0	0
هەڵوەڕین	هەڵوەرین	هەڵوەرین,هەڵپەڕین,هەڵوەرینی,هەڵواسین,هەڵبڕین,هەڵوەری,هەڵوەشان,هەڵگەڕان,هەوەڵین,هەڵفڕین	1	1	1
هەمولایەنە	هەمەلایەنە	هەمەلایەنە,هەموولایەنە,هەمەلایەنەی,هەمەلایەن,هەمەلایەنی,هەمولایەک,هەموولایەکە,هەمەلایەنه,هەرلایەنە,ئەولایەنە	1	1	1
هەمەلایانە	هەمەلایەنە	هەمەلایەنە,هەمەلایەنەی,هەمەلایەن,هەمەلایەنی,مەلایانە,هەمەلایەنه,هەمەلایەنەش,هەمەلایەنەو,هەمەلایەنانە,هەمەلایەنەن	1	1	1
هەمەلاینە	هەمەلایەنە	هەمەلایەنە,هەمەلایەنەی,هەمەلایەن,هەمەلایەنی,هەمەلایەنه,هەمەلایەنەش,هەمەلایەنەو,هەمەلایەنەن,هەمانە,هەمووانە	1	1	1
هەناسا	هەناسە	هەناسە,هەناسه,هەناسەی,هەناوی,بەیاسا,هەنار,هەراسان,ناسا,دەناسم,دەناسی	1	1	1
هەورەها	هەروەها	detected_correct	0	0	0
هەوین	هاوین	ئەوین,هاوین,هەمین,هەین,هەوێن,زەوین,هەویر,هوین,کەوین,هەبین	0	1	1
واژەدا	واژەدان	وانەدا,وادەدا,وێژەدا,کاتەدا,بوارەدا,وڵاتەدا,ڕۆژەدا,ساڵەدا,شارەدا,ولاتەدا	0	0	0
وستین	ویستن	ستین,خستین,وسترن,وستان,نوستین,وستی,ویستی,وتی:,نوسین,وەستان	0	0	0
ووتن	وتن	detected_correct	0	0	0
ووتە	وتە	detected_correct	0	0	0
ووجا	وۆجا	دووجا,کوجا,دوجا,وودا,وجا,ووا,وا,خوا,دوا,جا	0	0	0
وونی	وۆنی	detected_correct	0	0	0
وویە	وۆیە	وایە,وەیە,بویە,بوویە,ووە,ووی,ویە,ووزە,ووشە,وونە	0	0	0
وێشر	وێژەر	وێش,وێر,پێشر,وێشا,پێش,ژێر,پێشتر,کێشە,شێعر,وێنە	0	0	0
وێشک	ویشک	مێشک,وشک,بێشک,وێک,وێش,ووشک,ئێشک,تێشک,وێشا,کێشک	0	0	0
ویران	وێران	detected_correct	0	0	0
ویژەر	وێژەر	تویژەر,ویڤەر,ویدەر,بینەر,وەر,بێژەر,توێژەر,پیتەر,تویتەر,وەبەر	0	0	0
وینە	وێنە	detected_correct	0	0	0
وەرگەرا	وەرگەڕا 	detected_correct	0	0	0
وەشن	وەشەن	وەرن,چەشن,بەشن,وەن,وەش,ڕەشن,هەشن,وەزن,وەشان,وەشێن	0	0	0
یسا	یاسا	یا,یاسا,عیسا,سا,یدا,یس,یۆسا,نسا,وسا,دیسا	0	1	1
یکگرتوو	یەکگرتوو	یەکگرتوو,کگرتوو,یەگرتوو,یەکگرتووی,یەکگرتوی,یەکگرتو,یەکگرتووە,گرتوو,یەکگرتووش,کگرتوه	1	1	1
ئاواێتە	ئاوێتە	ئاوێتە,ئاواتە,ئاوارتە,ئاوێنە,ئاوارە,ئاراستە,ئاوات,ئاواتی,ئاڕاستە,ئاوێتەی	1	1	1
ئاوژوو	ئاوەژوو	ئاوەژوو,ئاوو,واژوو,ئاوەوە,ئاوازو,ئابڕوو,ئاودیو,ئەوبوو,ئاواو,ئەودوو	1	1	1
ئاویتە	ئاوێتە	ئاوێتە,ئاواتە,ئاوینە,ئاوییە,زاویتە,ئاویزە,ئاوی,ئاوێنە,ئاوارە,ئاوات	1	1	1
ئێساکە	ئێستاکە	ئێستاکە,ئێسکە,ڕێساکە,ئێوارە,یاساکە,ئێستە,ئوسامە,ئێستاوە,ئێرانە,ئاسانە	1	1	1
ئیجگار	ئێجگار	detected_correct	0	0	0
ئئەم	ئەم	ئەم,"ئەم,وئەم,‬ئەم,(ئەم,ئائەم,،ئەم,.ئەم,ئەو,لەم	1	1	1
ئەژنو	ئەژنۆ	ئەژنۆ,ئەمنو,ئەو,ئەمنی,جەژنی,ئەبو,ئەمن,جەژن,ئەبن,ئەمەو	1	1	1
ئەستو	ئەستۆ	detected_correct	0	0	0
